serialnumberofsystemduringyear,basinoforigin,name,date-dd-mm-yyyy,time-utc,latitude-lat,longitude-long,cinoorornot,estimatedcentralpressurehpaorecp,maximumsustainedsurfacewind-kt,pressuredrophpaorealdelta,grade-text
5,BOB,PHAILIN,10/10/2013,0000,14.5,91.5,3.0,996,45,10.0,CS
5,BOB,PHAILIN,10/10/2013,0300,14.5,91.0,3.5,990,55,15.0,SCS
5,BOB,PHAILIN,10/10/2013,0600,15.0,90.5,4.0,984,65,22.0,VSCS
5,BOB,PHAILIN,10/10/2013,0900,15.0,90.5,4.0,982,70,24.0,VSCS
5,BOB,PHAILIN,10/10/2013,1200,15.5,90.0,4.5,976,75,30.0,VSCS
5,BOB,PHAILIN,10/10/2013,1500,15.5,90.0,5.0,966,90,40.0,ESCS
5,BOB,PHAILIN,10/10/2013,1800,15.5,89.5,5.0,960,95,46.0,ESCS
5,BOB,PHAILIN,10/10/2013,2100,15.5,89.0,5.5,954,100,52.0,ESCS
5,BOB,PHAILIN,11/10/2013,0000,16.0,88.5,5.5,946,110,60.0,ESCS
5,BOB,PHAILIN,11/10/2013,0300,16.0,88.5,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,11/10/2013,0600,16.2,88.3,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,11/10/2013,0900,16.5,88.0,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,11/10/2013,1200,16.8,87.7,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,11/10/2013,1500,16.9,87.2,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,11/10/2013,1800,17.0,87.0,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,11/10/2013,2100,17.1,86.8,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,0000,17.5,86.5,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,0300,17.8,86.0,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,0600,18.1,85.7,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,0900,18.6,85.4,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,1200,18.7,85.2,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,1500,19.1,85.2,6.0,940,115,66.0,ESCS
5,BOB,PHAILIN,12/10/2013,,,,,,,The VSCS crossed Odisha & adjoining north Andhra Pradesh coast near Gopalpur around 1700 UTC (landfall point : 19.20N and 84.90E),
5,BOB,PHAILIN,12/10/2013,1800,19.5,84.8,-,956,100,50.0,ESCS
5,BOB,PHAILIN,12/10/2013,2100,20.0,84.5,-,966,90,40.0,ESCS
5,BOB,PHAILIN,13/10/2013,0000,20.5,84.5,-,976,75,30.0,VSCS
5,BOB,PHAILIN,13/10/2013,0300,21.0,84.0,-,990,55,15.0,SCS
5,BOB,PHAILIN,13/10/2013,0600,21.5,84.0,-,992,40,13.0,CS
5,BOB,PHAILIN,13/10/2013,0900,21.8,83.8,-,993,35,12.0,CS
5,BOB,PHAILIN,13/10/2013,1200,22.5,83.8,-,994,35,10.0,CS
5,BOB,PHAILIN,13/10/2013,1800,23.0,83.5,-,996,30,6.0,DD
5,BOB,PHAILIN,14/10/2013,0000,23.5,84.0,-,1000,30,5.0,DD
5,BOB,PHAILIN,14/10/2013,0300,24.0,84.1,-,1002,25,4.0,D
5,BOB,PHAILIN,14/10/2013,0600,24.5,84.2,,1004,25,3.0,D
5,BOB,PHAILIN,14/10/2013,0900,Weakened into a well marked low pressure area over southwest Bihar and neighbourhood,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,AS,--,08/11/2013,0600,8.0/56.5,8.0/56.5,1.5,1006,25,3.0,D
6,AS,--,08/11/2013,1200,8.0/55.0,8.0/55.0,1.5,1004,25,3.0,D
6,AS,--,08/11/2013,1800,8.0/54.0,8.0/54.0,1.5,1004,25,3.0,D
6,AS,--,09/11/2013,0000,8.0/53.0,8.0/53.0,2.0,1002,30,5.0,DD
6,AS,--,09/11/2013,0300,8.0/52.5,8.0/52.5,2.0,1002,30,5.0,DD
6,AS,--,09/11/2013,0600,8.0/52.5,8.0/52.5,2.0,1002,30,5.0,DD
6,AS,--,09/11/2013,1200,8.0/51.5,8.0/51.5,2.0,1002,30,5.0,DD
6,AS,--,09/11/2013,1800,8.0/51.5,8.0/51.5,2.0,1002,30,5.0,DD
6,AS,--,10/11/2013,0000,8.0/51.5,8.0/51.5,2.0,1002,30,5.0,DD
6,AS,--,10/11/2013,0300,8.0/51.5,8.0/51.5,2.0,1002,30,5.0,DD
6,AS,--,10/11/2013,0600,8.0/51.0,8.0/51.0,2.0,1002,30,5.0,DD
6,AS,--,10/11/2013,1200,8.0/51.0,8.0/51.0,2.0,1002,30,5.0,DD
6,AS,--,10/11/2013,1800,8.1/50.5,8.1/50.5,2.0,1002,30,5.0,DD
6,AS,--,10/11/2013,,,,,,,Deep Depression crossed Somalia coast near lat. 8.2°N and long. 50.10E between 2300 UTC of 10-11-2013 and 0000 UTC of 11-11-2013,
6,AS,--,11/11/2013,0000,8.2/50.0,8.2/50.0,-,1002,30,5.0,DD
6,AS,--,11/11/2013,0300,8.4/49.6,8.4/49.6,-,1002,30,5.0,DD
6,AS,--,11/11/2013,0600,8.7/49.3,8.7/49.3,-,1004,25,3.0,D
6,AS,--,11/11/2013,1200,Weakened into a well marked low pressure area  over Somalia,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,BOB,--,13/11/2013,0000,11.5,86.5,1.5,1004,25,3.0,D
7,BOB,--,13/11/2013,0300,11.5,86.0,1.5,1004,25,3.0,D
7,BOB,--,13/11/2013,0600,11.5,86.0,1.5,1004,25,3.0,D
7,BOB,--,13/11/2013,1200,11.5,86.0,1.5,1003,25,4.0,D
7,BOB,--,13/11/2013,1800,11.5,85.5,1.5,1003,25,4.0,D
7,BOB,--,14/11/2013,0000,11.5,85.0,1.5,1003,25,4.0,D
7,BOB,--,14/11/2013,0300,11.5,85.0,1.5,1003,25,4.0,D
7,BOB,--,14/11/2013,0600,11.5,85.0,1.5,1003,25,4.0,D
7,BOB,--,14/11/2013,1200,10.5,84.5,1.5,1003,25,4.0,D
7,BOB,--,14/11/2013,1800,10.5,84.5,1.5,1003,25,4.0,D
7,BOB,--,15/11/2013,0000,10.0,84.0,1.5,1003,25,4.0,D
7,BOB,--,15/11/2013,0300,9.5,83.5,1.5,1003,25,4.0,D
7,BOB,--,15/11/2013,0600,9.5,83.5,1.5,1003,25,4.0,D
7,BOB,--,15/11/2013,1200,9.5,83.0,1.5,1003,25,4.0,D
7,BOB,--,15/11/2013,1800,10.0,82.0,1.5,1003,25,4.0,D
7,BOB,--,16/11/2013,0000,10.5,81.5,1.5,1003,25,4.0,D
7,BOB,--,16/11/2013,0300,11.0,80.5,1.5,1003,25,4.0,D
7,BOB,--,16/11/2013,0600,11.0,80.0,1.5,1003,25,4.0,D
7,BOB,--,16/11/2013,Crossed Tamil Nadu coast near Nagapattinam around 0730 UTC of 16.11.2013,,,,,,,
7,BOB,--,16/11/2013,0900,11.0,79.5,-,1004,25,4.0,D
7,BOB,--,16/11/2013,1200,11.0,79.0,-,-,25,3.0,D
7,BOB,--,16/11/2013,1800,11.0,78.0,-,-,25,,D
7,BOB,--,17/11/2013,0000,Weakened into a well marked low pressure area over north interior Tamil Nadu,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,BOB,HELEN,19/11/2013,0000,14.5,86.5,1.5,1004,25,3.0,D
8,BOB,HELEN,19/11/2013,0300,14.5,86.0,1.5,1004,25,3.0,D
8,BOB,HELEN,19/11/2013,0600,14.5,85.5,1.5,1004,25,3.0,D
8,BOB,HELEN,19/11/2013,1200,15.0,85.0,1.5,1004,25,3.0,D
8,BOB,HELEN,19/11/2013,1500,15.0,85.0,2.0,1002,30,5.0,DD
8,BOB,HELEN,19/11/2013,1800,15.0,84.5,2.0,1002,30,5.0,DD
8,BOB,HELEN,20/11/2013,0000,15.0,84.0,2.0,1002,30,5.0,DD
8,BOB,HELEN,20/11/2013,0300,15.0,84.0,2.5,1000,35,8.0,CS
8,BOB,HELEN,20/11/2013,0600,15.2,84.0,2.5,1000,40,8.0,CS
8,BOB,HELEN,20/11/2013,0900,15.2,84.0,2.5,1000,40,8.0,CS
8,BOB,HELEN,20/11/2013,1200,15.3,83.9,3.0,998,45,10.0,CS
8,BOB,HELEN,20/11/2013,1500,15.3,83.9,3.0,998,45,10.0,CS
8,BOB,HELEN,20/11/2013,1800,15.4,83.7,3.0,996,45,10.0,CS
8,BOB,HELEN,20/11/2013,2100,15.5,83.6,3.0,996,45,10.0,CS
8,BOB,HELEN,21/11/2013,0000,15.6,83.5,3.0,994,50,15.0,SCS
8,BOB,HELEN,21/11/2013,0300,15.8,83.4,3.0,992,50,17.0,SCS
8,BOB,HELEN,21/11/2013,0600,15.9,83.3,3.5,990,55,17.0,SCS
8,BOB,HELEN,21/11/2013,0900,16.0,83.1,3.5,990,55,17.0,SCS
8,BOB,HELEN,21/11/2013,1200,16.1,82.9,3.5,990,55,17.0,SCS
8,BOB,HELEN,21/11/2013,1500,16.1,82.7,3.5,990,55,17.0,SCS
8,BOB,HELEN,21/11/2013,1800,16.2,82.7,3.5,990,55,17.0,SCS
8,BOB,HELEN,21/11/2013,2100,16.2,82.3,3.5,990,55,17.0,SCS
8,BOB,HELEN,22/11/2013,0000,16.2,81.9,3.5,990,55,17.0,SCS
8,BOB,HELEN,22/11/2013,0300,16.2,81.7,3.5,990,55,17.0,SCS
8,BOB,HELEN,22/11/2013,0600,16.2,81.3,3.5,990,55,17.0,SCS
8,BOB,HELEN,22/11/2013,The system crossed Andhra Pradesh coast close to south of Machilliptnam near 16.10N/81.20E between 0800-0900UTC,,,,,,,
8,BOB,HELEN,22/11/2013,0900,16.1,81.2,-,1000,40,8.0,CS
8,BOB,HELEN,22/11/2013,1200,15.9,80.7,-,1002,30,5.0,DD
8,BOB,HELEN,22/11/2013,1800,15.9,80.4,-,1004,25,3.0,D
8,BOB,HELEN,23/11/2013,0000,The system weakened into a well marked low pressure area over coastal Andhra Pradesh and neighbourhood.,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,BOB,LEHAR,23/11/2013,1200,8.5/96.5,8.5/96.5,1.5,1004,25,3.0,D
9,BOB,LEHAR,23/11/2013,1800,9.0/96.0,9.0/96.0,2.0,1002,30,5.0,DD
9,BOB,LEHAR,24/11/2013,0000,10.0/95.0,10.0/95.0,2.5,999,35,7.0,CS
9,BOB,LEHAR,24/11/2013,0300,10.0/95.0,10.0/95.0,2.5,998,40,8.0,CS
9,BOB,LEHAR,24/11/2013,0600,10.5/94.5,10.5/94.5,2.5,998,40,8.0,CS
9,BOB,LEHAR,24/11/2013,0900,10.7/94.0,10.7/94.0,3.0,996,45,10.0,CS
9,BOB,LEHAR,24/11/2013,1200,11.0/93.5,11.0/93.5,3.0,996,45,10.0,CS
9,BOB,LEHAR,24/11/2013,1500,11.0/93.5,11.0/93.5,3.0,996,45,10.0,CS
9,BOB,LEHAR,24/11/2013,1800,11.5/93.0,11.5/93.0,3.0,996,45,10.0,CS
9,BOB,LEHAR,24/11/2013,2100,11.5/92.5,11.5/92.5,3.0,996,45,12.0,CS
9,BOB,LEHAR,24/11/2013,,,,,"The system crossed Andaman & Nicobar island, south of Port Blair around 0000 UTC",,,
9,BOB,LEHAR,25/11/2013,0000,12.0/92.5,12.0/92.5,3.5,992,55,15.0,SCS
9,BOB,LEHAR,25/11/2013,0600,12.0/91.5,12.0/91.5,3.5,988,55,17.0,SCS
9,BOB,LEHAR,25/11/2013,0900,12.0/91.5,12.0/91.5,3.5,988,60,17.0,SCS
9,BOB,LEHAR,25/11/2013,1200,12.5/91.5,12.5/91.5,3.5,988,60,17.0,SCS
9,BOB,LEHAR,25/11/2013,1500,12.5/91.0,12.5/91.0,3.5,988,60,17.0,SCS
9,BOB,LEHAR,25/11/2013,1800,12.5/91.0,12.5/91.0,3.5,988,55,17.0,SCS
9,BOB,LEHAR,25/11/2013,2100,12.5/91.0,12.5/91.0,4.0,984,65,22.0,VSCS
9,BOB,LEHAR,26/11/2013,0000,12.5/90.5,12.5/90.5,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,26/11/2013,0300,12.5/90.0,12.5/90.0,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,26/11/2013,0600,12.5/89.5,12.5/89.5,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,26/11/2013,0900,13.0/89.0,13.0/89.0,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,26/11/2013,1200,13.0/88.5,13.0/88.5,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,26/11/2013,1500,13.0/88.5,13.0/88.5,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,26/11/2013,1800,13.1/88.0,13.1/88.0,4.0,980,75,26.0,VSCS
9,BOB,LEHAR,26/11/2013,2100,13.2/87.5,13.2/87.5,4.0,980,75,26.0,VSCS
9,BOB,LEHAR,27/11/2013,0000,13.5/87.0,13.5/87.0,4.0,980,75,26.0,VSCS
9,BOB,LEHAR,27/11/2013,0300,13.5/86.5,13.5/86.5,4.0,980,75,26.0,VSCS
9,BOB,LEHAR,27/11/2013,0600,14.0/86.0,14.0/86.0,4.0,982,70,24.0,VSCS
9,BOB,LEHAR,27/11/2013,0900,14.0/85.5,14.0/85.5,4.0,984,65,22.0,VSCS
9,BOB,LEHAR,27/11/2013,1200,14.5/85.0,14.5/85.0,3.5,988,55,17.0,SCS
9,BOB,LEHAR,27/11/2013,1500,14.5/84.5,14.5/84.5,3.5,988,55,17.0,SCS
9,BOB,LEHAR,27/11/2013,1800,15.0/84.0,15.0/84.0,3.0,996,45,10.0,CS
9,BOB,LEHAR,27/11/2013,2100,15.0/83.5,15.0/83.5,2.5,998,40,8.0,CS
9,BOB,LEHAR,28/11/2013,0000,15.5/82.0,15.5/82.0,2.0,1000,30,5.0,DD
9,BOB,LEHAR,28/11/2013,0300,15.7/81.7,15.7/81.7,2.0,1000,30,5.0,DD
9,BOB,LEHAR,28/11/2013,0600,15.7/81.3,15.7/81.3,2.0,1000,30,5.0,DD
9,BOB,LEHAR,28/11/2013,,,,,,The system crossed Andhra Pradesh close to south of Machilipatnam near 15.90N/81.10 E around 0830 UTC ,,
9,BOB,LEHAR,28/11/2013,0900,15.9/81.0,15.9/81.0,-,1002,25,4.0,D
9,BOB,LEHAR,28/11/2013,1200,16.0/80.8,16.0/80.8,-,1004,20,3.0,D
9,BOB,LEHAR,28/11/2013,1800,  Weakened into a well marked low pressure area over coastal Andhra Pradesh and adjoining Telengana.,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
10,BOB,MADI,06/12/2013,0300,10.0/84.0,10.0/84.0,1.5,1004,25,3.0,D
10,BOB,MADI,06/12/2013,0600,10.0/84.0,10.0/84.0,1.5,1004,25,3.0,D
10,BOB,MADI,06/12/2013,1200,10.2/84.0,10.2/84.0,1.5,1004,25,3.0,D
10,BOB,MADI,06/12/2013,1800,10.4/84.0,10.4/84.0,2.0,1002,30,5.0,DD
10,BOB,MADI,07/12/2013,0000,10.5/84.1,10.5/84.1,2.5,998,35,7.0,CS
10,BOB,MADI,07/12/2013,0300,10.5/84.1,10.5/84.1,2.5,998,35,7.0,CS
10,BOB,MADI,07/12/2013,0600,10.7/84.2,10.7/84.2,3.0,996,45,10.0,CS
10,BOB,MADI,07/12/2013,0900,10.8/84.3,10.8/84.3,3.5,992,55,14.0,SCS
10,BOB,MADI,07/12/2013,1200,11.0/84.4,11.0/84.4,3.5,992,55,14.0,SCS
10,BOB,MADI,07/12/2013,1500,11.0/84.5,11.0/84.5,3.5,992,55,14.0,SCS
10,BOB,MADI,07/12/2013,1800,11.2/84.5,11.2/84.5,3.5,990,55,16.0,SCS
10,BOB,MADI,07/12/2013,2100,11.5/84.6,11.5/84.6,3.5,990,55,16.0,SCS
10,BOB,MADI,08/12/2013,0000,11.8/84.6,11.8/84.6,3.5,988,60,18.0,SCS
10,BOB,MADI,08/12/2013,0300,12.0/84.6,12.0/84.6,3.5,988,60,18.0,SCS
10,BOB,MADI,08/12/2013,0600,12.3/84.7,12.3/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,08/12/2013,0900,12.6/84.7,12.6/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,08/12/2013,1200,13.0/84.7,13.0/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,08/12/2013,1500,13.2/84.7,13.2/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,08/12/2013,1800,13.4/84.7,13.4/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,08/12/2013,2100,13.6/84.7,13.6/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,09/12/2013,0000,13.8/84.7,13.8/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,09/12/2013,0300,14.0/84.7,14.0/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,09/12/2013,0600,14.3/84.7,14.3/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,09/12/2013,0900,14.4/84.7,14.4/84.7,4.0,986,65,20.0,VSCS
10,BOB,MADI,09/12/2013,1200,14.6/84.7,14.6/84.7,3.5,988,60,18.0,SCS
10,BOB,MADI,09/12/2013,1500,14.7/84.7,14.7/84.7,3.5,988,60,18.0,SCS
10,BOB,MADI,09/12/2013,1800,14.8/84.8,14.8/84.8,3.5,988,60,18.0,SCS
10,BOB,MADI,09/12/2013,2100,14.8/84.8,14.8/84.8,3.5,988,60,16.0,SCS
10,BOB,MADI,10/12/2013,0000,15.0/85.0,15.0/85.0,3.5,988,60,16.0,SCS
10,BOB,MADI,10/12/2013,0300,15.3/85.3,15.3/85.3,4.0,988,65,16.0,VSCS
10,BOB,MADI,10/12/2013,0600,15.4/85.3,15.4/85.3,4.0,988,65,16.0,VSCS
10,BOB,MADI,10/12/2013,0900,15.7/85.3,15.7/85.3,4.0,988,65,16.0,VSCS
10,BOB,MADI,10/12/2013,1200,15.4/85.0,15.4/85.0,3.5,990,55,14.0,SCS
10,BOB,MADI,10/12/2013,1500,15.1/84.8,15.1/84.8,3.5,990,55,14.0,SCS
10,BOB,MADI,10/12/2013,1800,14.9/84.7,14.9/84.7,3.5,992,50,12.0,SCS
10,BOB,MADI,10/12/2013,2100,14.6/84.6,14.6/84.6,3.0,994,45,10.0,CS
10,BOB,MADI,11/12/2013,0000,14.3/84.2,14.3/84.2,3.0,996,40,8.0,CS
10,BOB,MADI,11/12/2013,0300,14.0/83.8,14.0/83.8,2.0,998,30,6.0,DD
10,BOB,MADI,11/12/2013,0600,13.7/83.5,13.7/83.5,2.0,998,30,6.0,DD
10,BOB,MADI,11/12/2013,0900,13.5/83.4,13.5/83.4,2.0,1000,30,5.0,DD
10,BOB,MADI,11/12/2013,1200,13.3/83.3,13.3/83.3,2.0,1000,30,5.0,DD
10,BOB,MADI,11/12/2013,1800,12.9/82.7,12.9/82.7,1.5,1000,25,4.0,D
10,BOB,MADI,12/12/2013,0000,12.5/82.0,12.5/82.0,1.5,1000,25,3.0,D
10,BOB,MADI,12/12/2013,0300,12.0/81.5,12.0/81.5,1.5,1000,25,3.0,D
10,BOB,MADI,12/12/2013,0600,11.5/81.2,11.5/81.2,1.5,1000,25,3.0,D
10,BOB,MADI,12/12/2013,0900,11.0/80.7,11.0/80.7,1.5,1000,25,3.0,D
10,BOB,MADI,12/12/2013,1200,10.5/80.0,10.5/80.0,1.5,1000,25,3.0,D
10,BOB,MADI,12/12/2013,The system crossed Tamil Nadu coast near Vedaranyam aound 1330 UTC and emerge into Palk straight and again crossed Tamil Nadu coast near Tondi around 1700 UTC,,,,,,,
10,BOB,MADI,12/12/2013,1800,10.0/78.8,10.0/78.8,-,1004,20,3.0,D
10,BOB,MADI,13/12/2013,0000,Weakened into a Well marked low pressure area over southeast Arabian Sea and adjoining Kerala.,,,,,,
1,BOB,--,4/1/2014,0300,8.5,83.5,1.5,1006,25,3.0,D
1,BOB,--,4/1/2014,0600,9.0,83.0,1.5,1006,25,3.0,D
1,BOB,--,4/1/2014,1200,9.0,83.0,1.5,1006,25,3.0,D
1,BOB,--,4/1/2014,1800,9.2,82.5,1.5,1006,25,3.0,D
1,BOB,--,5/1/2014,0000,9.3,82.0,1.5,1006,25,3.0,D
1,BOB,--,5/1/2014,0300,9.3,82.0,1.5,1006,25,3.0,D
1,BOB,--,5/1/2014,0600,9.3,81.8,1.5,1006,25,3.0,D
1,BOB,--,5/1/2014,1200,9.3,81.5,1.5,1004,25,4.0,D
1,BOB,--,5/1/2014,1800,9.3,81.3,1.5,1004,25,4.0,D
1,BOB,--,6/1/2014,0000,9.3,81.3,1.5,1004,25,4.0,D
1,BOB,--,6/1/2014,0300,9.4,81.0,1.5,1006,25,4.0,D
1,BOB,--,6/1/2014,0600,9.0,80.7,Crossed Sri-Lanka coast near Lat. 9.2° N Long. 80.8° E between 0500 and 0600 UTC of 6th January 2014,,,,
1,BOB,--,6/1/2014,1200,8.8,80.6,-,1006,25,3.0,D
1,BOB,--,7/1/2014,0000,8.0,80.0,-,1006,25,3.0,D
1,BOB,--,7/1/2014,0300,Weakened into a well-marked low pressure area over Sri Lanka and adjoining Gulf of Mannar.,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,BOB,--,21/5/2014,0300,15.5,90.5,1.5,1004,25,3.0,D
2,BOB,--,21/5/2014,0600,16.0,90.5,1.5,1004,25,3.0,D
2,BOB,--,21/5/2014,1200,16.5,91.0,1.5,1002,25,4.0,D
2,BOB,--,21/5/2014,1800,16.5,91.0,1.5,1002,25,3.0,D
2,BOB,--,22/5/2014,0000,16.5,92.0,1.5,1000,25,3.0,D
2,BOB,--,22/5/2014,0300,16.5,92.0,1.5,1000,25,3.0,D
2,BOB,--,22/5/2014,0600,17.0,92.5,1.5,1000,25,3.0,D
2,BOB,--,22/5/2014,1200,17.5,92.0,1.5,1000,25,4.0,D
2,BOB,--,22/5/2014,1800,17.5,92.0,1.5,1000,25,4.0,D
2,BOB,--,23/5/2014,0000,17.0,91.0,1.5,1000,25,4.0,D
2,BOB,--,23/5/2014,0300,Weakened into a well-marked low pressure area over Bay of Bengal,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,AS,NANAUK,10/6/2014,0900,15.5,68.5,1.5,998,25,3.0,D
3,AS,NANAUK,10/6/2014,1200,16.0,68.0,1.5,996,25,3.0,D
3,AS,NANAUK,10/6/2014,1800,16.5,67.5,2.0,994,30,5.0,DD
3,AS,NANAUK,11/6/2014,0000,16.5,67.2,2.5,992,35,8.0,CS
3,AS,NANAUK,11/6/2014,0300,16.7,67.0,2.5,992,35,8.0,CS
3,AS,NANAUK,11/6/2014,0600,16.9,66.7,3.0,990,45,10.0,CS
3,AS,NANAUK,11/6/2014,0900,17.0,66.5,3.0,990,45,10.0,CS
3,AS,NANAUK,11/6/2014,1200,17.3,66.2,3.0,988,45,10.0,CS
3,AS,NANAUK,11/6/2014,1500,17.5,66.0,3.0,988,45,10.0,CS
3,AS,NANAUK,11/6/2014,1800,17.5,65.8,3.0,988,45,10.0,CS
3,AS,NANAUK,11/6/2014,2100,17.5,65.7,3.0,988,45,10.0,CS
3,AS,NANAUK,12/6/2014,0000,17.8,65.3,3.0,986,45,10.0,CS
3,AS,NANAUK,12/6/2014,0300,18.0,65.0,3.0,986,45,10.0,CS
3,AS,NANAUK,12/6/2014,0600,18.1,64.7,3.0,986,45,10.0,CS
3,AS,NANAUK,12/6/2014,0900,18.3,64.3,3.0,988,45,10.0,CS
3,AS,NANAUK,12/6/2014,1200,18.3,63.9,3.0,988,45,10.0,CS
3,AS,NANAUK,12/6/2014,1500,18.3,63.6,3.0,988,45,10.0,CS
3,AS,NANAUK,12/6/2014,1800,18.3,63.4,3.0,988,45,10.0,CS
3,AS,NANAUK,12/6/2014,2100,18.4,63.3,3.0,988,45,10.0,CS
3,AS,NANAUK,13/6/2014,0000,18.4,62.9,3.0,988,45,10.0,CS
3,AS,NANAUK,13/6/2014,0300,18.7,62.7,3.0,990,45,10.0,CS
3,AS,NANAUK,13/6/2014,0600,19.0,62.6,2.5,992,40,8.0,CS
3,AS,NANAUK,13/6/2014,0900,19.5,62.5,2.0,994,30,5.0,DD
3,AS,NANAUK,13/6/2014,1200,19.8,62.4,1.5,996,25,3.0,D
3,AS,NANAUK,13/6/2014,1800,20.0,62.0,1.5,996,25,3.0,D
3,AS,NANAUK,14/6/2014,0000,20.5,62.0,1.5,996,25,3.0,D
3,AS,NANAUK,14/6/2014,0300,The depression over northwest and adjoining westcentral Arabian Sea weakened into a well-marked low pressure area over the same region.,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,LAND,--,21/07/2014,0300,22.0,87.0,-,988,25,4.0,D
4,LAND,--,21/07/2014,0600,22.2,86.4,-,988,20,4.0,D
4,LAND,--,21/07/2014,1200,22.5,85.0,-,988,20,4.0,D
4,LAND,--,21/07/2014,1800,22.5,84.0,-,990,20,4.0,D
4,LAND,--,22/07/2014,0000,22.5,83.0,-,990,20,4.0,D
4,LAND,--,22/07/2014,0300,22.5,82.5,-,990,20,4.0,D
4,LAND,--,22/07/2014,0600,22.5,82.0,-,990,20,4.0,D
4,LAND,--,22/07/2014,1200,22.5,81.0,-,990,20,4.0,D
4,LAND,--,22/07/2014,1800,22.5,79.6,-,992,20,3.0,D
4,LAND,--,23/07/2014,0000,22.5,78.2,-,992,20,3.0,D
4,LAND,--,23/07/2014,0300,22.5,77.5,-,992,20,3.0,D
4,LAND,--,23/07/2014,0600,22.5,77.0,-,992,20,3.0,D
4,LAND,--,23/07/2014,1200,Weakened into a well-marked low pressure area over west Madhya Pradesh and neighbourhood.,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,BOB,--,3/8/2014,1200,21.5,88.5,1.5,990,25,4.0,D
5,BOB,--,3/8/2014,1800,21.9,88.3,2.0,990,30,6.0,DD
5,BOB,--,4/8/2014,0300,22.5,87.2,--,990,30,6.0,DD
5,BOB,--,4/8/2014,0600,22.5,86.5,--,990,30,6.0,DD
5,BOB,--,4/8/2014,1200,22.2,86.1,--,988,30,6.0,DD
5,BOB,--,4/8/2014,1800,22.2,86.1,--,990,30,6.0,DD
5,BOB,--,5/8/2014,0000,22.0,83.5,--,990,30,6.0,DD
5,BOB,--,5/8/2014,0300,22.2,83.5,--,994,30,6.0,DD
5,BOB,--,5/8/2014,0600,22.9,83.0,--,992,30,5.0,DD
5,BOB,--,5/8/2014,0900,23.5,82.5,--,992,25,4.0,D
5,BOB,--,5/8/2014,1200,24.0,82.0,--,992,25,4.0,D
5,BOB,--,5/8/2014,1800,24.2,81.3,--,992,25,4.0,D
5,BOB,--,5/8/2014,0000,24.4,80.6,--,992,25,4.0,D
5,BOB,--,6/8/2014,0300,24.5,80.2,--,996,25,4.0,D
5,BOB,--,6/8/2014,0600,24.6,80.0,--,994,25,4.0,D
5,BOB,--,6/8/2014,1200,25.0,79.5,--,994,25,4.0,D
5,BOB,--,6/8/2014,1800,25.3,79.0,--,994,25,4.0,D
5,BOB,--,6/8/2014,0000,25.5,78.5,--,994,25,3.0,D
5,BOB,--,7/8/2014,0300,Weakened into a well-marked low pressure area over northwest Madhya Pradesh and neighbourhood,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,BOB,HUDHUD,7/10/2014,0300,11.5,95.0,1.5,1004,25,3.0,D
6,BOB,HUDHUD,7/10/2014,0600,11.7,94.8,1.5,1004,25,3.0,D
6,BOB,HUDHUD,7/10/2014,1200,12.0,94.0,2.0,1000,30,5.0,DD
6,BOB,HUDHUD,7/10/2014,1800,12.0,93.5,2.0,1000,30,5.0,DD
