datetime,serial_number_of_system_during_year,basin_of_origin,name,date_dd-mm-yyyy,time-utc,lat,long,ci_no,estimated_central_pressure_hPa,maximum_sustained_surface_wind_kt,pressure_drop_hPa,grade,flow,basin_at_time,data_type
5/16/2020 0:00,1,BOB,AMPHAN,16-05-2020,0,10.4,87,1.5,1000,25,3,D,O2L,BoB,BT
5/16/2020 0:30,1,BOB,AMPHAN,16-05-2020,30,10.5,86.9,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 1:00,1,BOB,AMPHAN,16-05-2020,100,10.5,86.8,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 1:30,1,BOB,AMPHAN,16-05-2020,130,10.6,86.7,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 2:00,1,BOB,AMPHAN,16-05-2020,200,10.6,86.6,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 2:30,1,BOB,AMPHAN,16-05-2020,230,10.7,86.6,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 3:00,1,BOB,AMPHAN,16-05-2020,300,10.7,86.5,1.5,1000,25,3,D,O2L,BoB,BT
5/16/2020 3:30,1,BOB,AMPHAN,16-05-2020,330,10.7,86.5,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 4:00,1,BOB,AMPHAN,16-05-2020,400,10.8,86.4,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 4:30,1,BOB,AMPHAN,16-05-2020,430,10.8,86.4,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 5:00,1,BOB,AMPHAN,16-05-2020,500,10.9,86.3,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 5:30,1,BOB,AMPHAN,16-05-2020,530,10.9,86.3,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 6:00,1,BOB,AMPHAN,16-05-2020,600,10.9,86.3,1.5,1000,25,3,D,O2L,BoB,BT
5/16/2020 6:30,1,BOB,AMPHAN,16-05-2020,630,10.9,86.3,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 7:00,1,BOB,AMPHAN,16-05-2020,700,10.9,86.3,1.5,1000,25,3,D,O2L,BoB,IPL
5/16/2020 7:30,1,BOB,AMPHAN,16-05-2020,730,10.9,86.3,1.5,999,25,4,D,O2L,BoB,IPL
5/16/2020 8:00,1,BOB,AMPHAN,16-05-2020,800,10.9,86.3,2,999,30,4,DD,O2L,BoB,IPL
5/16/2020 8:30,1,BOB,AMPHAN,16-05-2020,830,10.9,86.3,2,998,30,5,DD,O2L,BoB,IPL
5/16/2020 9:00,1,BOB,AMPHAN,16-05-2020,900,10.9,86.3,2,998,30,5,DD,O2L,BoB,BT
5/16/2020 9:30,1,BOB,AMPHAN,16-05-2020,930,10.9,86.3,2,998,30,5,DD,O2L,BoB,IPL
5/16/2020 10:00,1,BOB,AMPHAN,16-05-2020,1000,10.9,86.3,2,997,30,6,DD,O2L,BoB,IPL
5/16/2020 10:30,1,BOB,AMPHAN,16-05-2020,1030,10.9,86.3,2.5,997,30,6,DD,O2L,BoB,IPL
5/16/2020 11:00,1,BOB,AMPHAN,16-05-2020,1100,10.9,86.3,2.5,997,35,6,CS,O2L,BoB,IPL
5/16/2020 11:30,1,BOB,AMPHAN,16-05-2020,1130,10.9,86.3,2.5,996,35,7,CS,O2L,BoB,IPL
5/16/2020 12:00,1,BOB,AMPHAN,16-05-2020,1200,10.9,86.3,2.5,996,35,7,CS,O2L,BoB,BT
5/16/2020 12:30,1,BOB,AMPHAN,16-05-2020,1230,10.9,86.3,2.5,996,35,7,CS,O2L,BoB,IPL
5/16/2020 13:00,1,BOB,AMPHAN,16-05-2020,1300,10.9,86.3,2.5,996,35,7,CS,O2L,BoB,IPL
5/16/2020 13:30,1,BOB,AMPHAN,16-05-2020,1330,10.9,86.3,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 14:00,1,BOB,AMPHAN,16-05-2020,1400,11,86.2,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 14:30,1,BOB,AMPHAN,16-05-2020,1430,11,86.2,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 15:00,1,BOB,AMPHAN,16-05-2020,1500,11,86.2,2.5,995,40,8,CS,O2L,BoB,BT
5/16/2020 15:30,1,BOB,AMPHAN,16-05-2020,1530,11,86.2,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 16:00,1,BOB,AMPHAN,16-05-2020,1600,11,86.2,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 16:30,1,BOB,AMPHAN,16-05-2020,1630,11,86.1,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 17:00,1,BOB,AMPHAN,16-05-2020,1700,11.1,86.1,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 17:30,1,BOB,AMPHAN,16-05-2020,1730,11.1,86.1,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 18:00,1,BOB,AMPHAN,16-05-2020,1800,11.1,86.1,2.5,995,40,8,CS,O2L,BoB,BT
5/16/2020 18:30,1,BOB,AMPHAN,16-05-2020,1830,11.1,86.1,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 19:00,1,BOB,AMPHAN,16-05-2020,1900,11.2,86.1,2.5,995,40,8,CS,O2L,BoB,IPL
5/16/2020 19:30,1,BOB,AMPHAN,16-05-2020,1930,11.2,86.1,3,995,40,9,CS,O2L,BoB,IPL
5/16/2020 20:00,1,BOB,AMPHAN,16-05-2020,2000,11.2,86.1,3,994,45,9,CS,O2L,BoB,IPL
5/16/2020 20:30,1,BOB,AMPHAN,16-05-2020,2030,11.3,86.1,3,994,45,10,CS,O2L,BoB,IPL
5/16/2020 21:00,1,BOB,AMPHAN,16-05-2020,2100,11.3,86.1,3,994,45,10,CS,O2L,BoB,BT
5/16/2020 21:30,1,BOB,AMPHAN,16-05-2020,2130,11.3,86.1,3,994,45,10,CS,O2L,BoB,IPL
5/16/2020 22:00,1,BOB,AMPHAN,16-05-2020,2200,11.3,86.1,3,994,45,10,CS,O2L,BoB,IPL
5/16/2020 22:30,1,BOB,AMPHAN,16-05-2020,2230,11.4,86,3,994,45,11,CS,O2L,BoB,IPL
5/16/2020 23:00,1,BOB,AMPHAN,16-05-2020,2300,11.4,86,3,993,45,11,CS,O2L,BoB,IPL
5/16/2020 23:30,1,BOB,AMPHAN,16-05-2020,2330,11.4,86,3,993,45,11,CS,O2L,BoB,IPL
5/17/2020 0:00,1,BOB,AMPHAN,17-05-2020,0,11.4,86,3,993,45,11,CS,O2L,BoB,BT
5/17/2020 0:30,1,BOB,AMPHAN,17-05-2020,30,11.4,86,3,993,45,11,CS,O2L,BoB,IPL
5/17/2020 1:00,1,BOB,AMPHAN,17-05-2020,100,11.4,86,3,992,45,11,CS,O2L,BoB,IPL
5/17/2020 1:30,1,BOB,AMPHAN,17-05-2020,130,11.4,86,3,992,45,11,CS,O2L,BoB,IPL
5/17/2020 2:00,1,BOB,AMPHAN,17-05-2020,200,11.4,86,3,991,50,12,SCS,O2L,BoB,IPL
5/17/2020 2:30,1,BOB,AMPHAN,17-05-2020,230,11.4,86,3,990,50,12,SCS,O2L,BoB,IPL
5/17/2020 3:00,1,BOB,AMPHAN,17-05-2020,300,11.4,86,3,990,50,12,SCS,O2L,BoB,BT
5/17/2020 3:30,1,BOB,AMPHAN,17-05-2020,330,11.4,86,3,990,50,12,SCS,O2L,BoB,IPL
5/17/2020 4:00,1,BOB,AMPHAN,17-05-2020,400,11.4,86,3,989,50,13,SCS,O2L,BoB,IPL
5/17/2020 4:30,1,BOB,AMPHAN,17-05-2020,430,11.4,86,3,989,50,13,SCS,O2L,BoB,IPL
5/17/2020 5:00,1,BOB,AMPHAN,17-05-2020,500,11.5,86,3.5,989,55,14,SCS,O2L,BoB,IPL
5/17/2020 5:30,1,BOB,AMPHAN,17-05-2020,530,11.5,86,3.5,988,55,14,SCS,O2L,BoB,IPL
5/17/2020 6:00,1,BOB,AMPHAN,17-05-2020,600,11.5,86,3.5,988,55,15,SCS,O2L,BoB,BT
5/17/2020 6:30,1,BOB,AMPHAN,17-05-2020,630,11.5,86,3.5,987,55,16,SCS,O2L,BoB,IPL
5/17/2020 7:00,1,BOB,AMPHAN,17-05-2020,700,11.6,86,3.5,986,60,17,SCS,O2L,BoB,IPL
5/17/2020 7:30,1,BOB,AMPHAN,17-05-2020,730,11.6,86,4,984,60,19,SCS,O2L,BoB,IPL
5/17/2020 8:00,1,BOB,AMPHAN,17-05-2020,800,11.6,86,4,982,60,20,SCS,O2L,BoB,IPL
5/17/2020 8:30,1,BOB,AMPHAN,17-05-2020,830,11.7,86,4,981,65,21,VSCS,O2L,BoB,IPL
5/17/2020 9:00,1,BOB,AMPHAN,17-05-2020,900,11.7,86,4,980,65,22,VSCS,O2L,BoB,BT
5/17/2020 9:30,1,BOB,AMPHAN,17-05-2020,930,11.7,86,4,980,65,23,VSCS,O2L,BoB,IPL
5/17/2020 10:00,1,BOB,AMPHAN,17-05-2020,1000,11.8,86,4,979,65,23,VSCS,O2L,BoB,IPL
5/17/2020 10:30,1,BOB,AMPHAN,17-05-2020,1030,11.8,86,4,979,70,24,VSCS,O2L,BoB,IPL
5/17/2020 11:00,1,BOB,AMPHAN,17-05-2020,1100,11.9,86,4,979,70,24,VSCS,O2L,BoB,IPL
5/17/2020 11:30,1,BOB,AMPHAN,17-05-2020,1130,11.9,86,4,978,70,25,VSCS,O2L,BoB,IPL
5/17/2020 12:00,1,BOB,AMPHAN,17-05-2020,1200,12,86,4,978,70,25,VSCS,O2L,BoB,BT
5/17/2020 12:30,1,BOB,AMPHAN,17-05-2020,1230,12.1,86,4,977,70,25,VSCS,O2L,BoB,IPL
5/17/2020 13:00,1,BOB,AMPHAN,17-05-2020,1300,12.3,86.1,4,976,70,26,VSCS,O2L,BoB,IPL
5/17/2020 13:30,1,BOB,AMPHAN,17-05-2020,1330,12.5,86.1,4,975,70,26,VSCS,O2L,BoB,IPL
5/17/2020 14:00,1,BOB,AMPHAN,17-05-2020,1400,12.6,86.1,4.5,974,75,27,VSCS,O2L,BoB,IPL
5/17/2020 14:30,1,BOB,AMPHAN,17-05-2020,1430,12.8,86.2,4.5,973,75,27,VSCS,O2L,BoB,IPL
5/17/2020 15:00,1,BOB,AMPHAN,17-05-2020,1500,12.8,86.2,4.5,972,75,28,VSCS,O2L,BoB,BT
5/17/2020 15:30,1,BOB,AMPHAN,17-05-2020,1530,12.8,86.2,4.5,972,75,29,VSCS,O2L,BoB,IPL
5/17/2020 16:00,1,BOB,AMPHAN,17-05-2020,1600,12.7,86.2,4.5,971,75,29,VSCS,O2L,BoB,IPL
5/17/2020 16:30,1,BOB,AMPHAN,17-05-2020,1630,12.6,86.2,4.5,971,75,30,VSCS,O2L,BoB,IPL
5/17/2020 17:00,1,BOB,AMPHAN,17-05-2020,1700,12.6,86.1,4.5,971,80,30,VSCS,O2L,BoB,IPL
5/17/2020 17:30,1,BOB,AMPHAN,17-05-2020,1730,12.5,86.1,4.5,970,80,31,VSCS,O2L,BoB,IPL
5/17/2020 18:00,1,BOB,AMPHAN,17-05-2020,1800,12.5,86.1,4.5,970,80,32,VSCS,O2L,BoB,BT
5/17/2020 18:30,1,BOB,AMPHAN,17-05-2020,1830,12.5,86.1,4.5,969,80,33,VSCS,O2L,BoB,IPL
5/17/2020 19:00,1,BOB,AMPHAN,17-05-2020,1900,12.6,86.2,4.5,968,85,34,VSCS,O2L,BoB,IPL
5/17/2020 19:30,1,BOB,AMPHAN,17-05-2020,1930,12.7,86.2,4.5,967,85,36,VSCS,O2L,BoB,IPL
5/17/2020 20:00,1,BOB,AMPHAN,17-05-2020,2000,12.7,86.3,5,965,85,37,VSCS,O2L,BoB,IPL
5/17/2020 20:30,1,BOB,AMPHAN,17-05-2020,2030,12.8,86.4,5,964,90,39,ESCS,O2L,BoB,IPL
5/17/2020 21:00,1,BOB,AMPHAN,17-05-2020,2100,12.9,86.4,5,962,90,40,ESCS,O2L,BoB,BT
5/17/2020 21:30,1,BOB,AMPHAN,17-05-2020,2130,13,86.4,5,961,90,41,ESCS,O2L,BoB,IPL
5/17/2020 22:00,1,BOB,AMPHAN,17-05-2020,2200,13,86.4,5,959,95,43,ESCS,O2L,BoB,IPL
5/17/2020 22:30,1,BOB,AMPHAN,17-05-2020,2230,13.1,86.4,5,957,95,45,ESCS,O2L,BoB,IPL
5/17/2020 23:00,1,BOB,AMPHAN,17-05-2020,2300,13.1,86.3,5.5,956,95,46,ESCS,O2L,BoB,IPL
5/17/2020 23:30,1,BOB,AMPHAN,17-05-2020,2330,13.2,86.3,5.5,954,100,48,ESCS,O2L,BoB,IPL
5/18/2020 0:00,1,BOB,AMPHAN,18-05-2020,0,13.2,86.3,5.5,952,100,50,ESCS,O2L,BoB,BT
5/18/2020 0:30,1,BOB,AMPHAN,18-05-2020,30,13.2,86.3,5.5,950,100,52,ESCS,O2L,BoB,IPL
5/18/2020 1:00,1,BOB,AMPHAN,18-05-2020,100,13.2,86.3,5.5,947,105,55,ESCS,O2L,BoB,IPL
5/18/2020 1:30,1,BOB,AMPHAN,18-05-2020,130,13.3,86.2,6,944,110,58,ESCS,O2L,BoB,IPL
5/18/2020 2:00,1,BOB,AMPHAN,18-05-2020,200,13.3,86.2,6,941,110,61,ESCS,O2L,BoB,IPL
5/18/2020 2:30,1,BOB,AMPHAN,18-05-2020,230,13.3,86.2,6,938,115,64,ESCS,O2L,BoB,IPL
5/18/2020 3:00,1,BOB,AMPHAN,18-05-2020,300,13.3,86.2,6,936,115,66,ESCS,O2L,BoB,BT
5/18/2020 3:30,1,BOB,AMPHAN,18-05-2020,330,13.3,86.2,6,935,115,67,ESCS,O2L,BoB,IPL
5/18/2020 4:00,1,BOB,AMPHAN,18-05-2020,400,13.3,86.2,6,933,115,69,ESCS,O2L,BoB,IPL
5/18/2020 4:30,1,BOB,AMPHAN,18-05-2020,430,13.3,86.2,6.5,932,120,70,SuCS,O2L,BoB,IPL
5/18/2020 5:00,1,BOB,AMPHAN,18-05-2020,500,13.4,86.2,6.5,931,120,71,SuCS,O2L,BoB,IPL
5/18/2020 5:30,1,BOB,AMPHAN,18-05-2020,530,13.4,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 6:00,1,BOB,AMPHAN,18-05-2020,600,13.4,86.2,6.5,930,120,72,SuCS,O2L,BoB,BT
5/18/2020 6:30,1,BOB,AMPHAN,18-05-2020,630,13.4,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 7:00,1,BOB,AMPHAN,18-05-2020,700,13.5,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 7:30,1,BOB,AMPHAN,18-05-2020,730,13.5,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 8:00,1,BOB,AMPHAN,18-05-2020,800,13.6,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 8:30,1,BOB,AMPHAN,18-05-2020,830,13.6,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 9:00,1,BOB,AMPHAN,18-05-2020,900,13.7,86.2,6.5,930,120,72,SuCS,O2L,BoB,BT
5/18/2020 9:30,1,BOB,AMPHAN,18-05-2020,930,13.7,86.2,6.5,930,120,72,SuCS,O2L,BoB,IPL
5/18/2020 10:00,1,BOB,AMPHAN,18-05-2020,1000,13.8,86.2,6.5,929,120,73,SuCS,O2L,BoB,IPL
5/18/2020 10:30,1,BOB,AMPHAN,18-05-2020,1030,13.8,86.2,6.5,928,120,74,SuCS,O2L,BoB,IPL
5/18/2020 11:00,1,BOB,AMPHAN,18-05-2020,1100,13.9,86.3,6.5,927,125,75,SuCS,O2L,BoB,IPL
5/18/2020 11:30,1,BOB,AMPHAN,18-05-2020,1130,13.9,86.3,6.5,926,125,76,SuCS,O2L,BoB,IPL
5/18/2020 12:00,1,BOB,AMPHAN,18-05-2020,1200,14,86.3,6.5,926,125,76,SuCS,O2L,BoB,BT
5/18/2020 12:30,1,BOB,AMPHAN,18-05-2020,1230,14.1,86.3,6.5,926,125,76,SuCS,O2L,BoB,IPL
5/18/2020 13:00,1,BOB,AMPHAN,18-05-2020,1300,14.2,86.3,6.5,926,125,76,SuCS,O2L,BoB,IPL
5/18/2020 13:30,1,BOB,AMPHAN,18-05-2020,1330,14.2,86.4,6.5,926,125,76,SuCS,O2L,BoB,IPL
5/18/2020 14:00,1,BOB,AMPHAN,18-05-2020,1400,14.3,86.4,6.5,926,125,76,SuCS,O2L,BoB,IPL
5/18/2020 14:30,1,BOB,AMPHAN,18-05-2020,1430,14.4,86.4,6.5,926,125,76,SuCS,O2L,BoB,IPL
5/18/2020 15:00,1,BOB,AMPHAN,18-05-2020,1500,14.5,86.4,6.5,926,125,76,SuCS,O2L,BoB,BT
5/18/2020 15:30,1,BOB,AMPHAN,18-05-2020,1530,14.6,86.4,6.5,926,125,77,SuCS,O2L,BoB,IPL
5/18/2020 16:00,1,BOB,AMPHAN,18-05-2020,1600,14.6,86.4,6.5,924,125,78,SuCS,O2L,BoB,IPL
5/18/2020 16:30,1,BOB,AMPHAN,18-05-2020,1630,14.7,86.4,6.5,923,130,80,SuCS,O2L,BoB,IPL
5/18/2020 17:00,1,BOB,AMPHAN,18-05-2020,1700,14.8,86.5,6.5,922,130,82,SuCS,O2L,BoB,IPL
5/18/2020 17:30,1,BOB,AMPHAN,18-05-2020,1730,14.8,86.5,6.5,920,130,83,SuCS,O2L,BoB,IPL
5/18/2020 18:00,1,BOB,AMPHAN,18-05-2020,1800,14.9,86.5,6.5,920,130,84,SuCS,O2L,BoB,BT
5/18/2020 18:30,1,BOB,AMPHAN,18-05-2020,1830,15,86.5,6.5,920,130,84,SuCS,O2L,BoB,IPL
5/18/2020 19:00,1,BOB,AMPHAN,18-05-2020,1900,15,86.5,6.5,920,130,84,SuCS,O2L,BoB,IPL
5/18/2020 19:30,1,BOB,AMPHAN,18-05-2020,1930,15,86.6,6.5,920,130,84,SuCS,O2L,BoB,IPL
5/18/2020 20:00,1,BOB,AMPHAN,18-05-2020,2000,15.1,86.6,6.5,920,130,84,SuCS,O2L,BoB,IPL
5/18/2020 20:30,1,BOB,AMPHAN,18-05-2020,2030,15.1,86.6,6.5,920,130,84,SuCS,O2L,BoB,IPL
5/18/2020 21:00,1,BOB,AMPHAN,18-05-2020,2100,15.2,86.6,6.5,920,130,84,SuCS,O2L,BoB,BT
5/18/2020 21:30,1,BOB,AMPHAN,18-05-2020,2130,15.3,86.6,6.5,920,130,84,SuCS,O2L,BoB,IPL
5/18/2020 22:00,1,BOB,AMPHAN,18-05-2020,2200,15.3,86.6,6.5,921,130,82,SuCS,O2L,BoB,IPL
5/18/2020 22:30,1,BOB,AMPHAN,18-05-2020,2230,15.4,86.6,6.5,922,130,81,SuCS,O2L,BoB,IPL
5/18/2020 23:00,1,BOB,AMPHAN,18-05-2020,2300,15.5,86.7,6.5,924,125,79,SuCS,O2L,BoB,IPL
5/18/2020 23:30,1,BOB,AMPHAN,18-05-2020,2330,15.5,86.7,6.5,925,125,77,SuCS,O2L,BoB,IPL
5/19/2020 0:00,1,BOB,AMPHAN,19-05-2020,0,15.6,86.7,6.5,926,125,76,SuCS,O2L,BoB,BT
5/19/2020 0:30,1,BOB,AMPHAN,19-05-2020,30,15.7,86.7,6.5,927,125,75,SuCS,O2L,BoB,IPL
5/19/2020 1:00,1,BOB,AMPHAN,19-05-2020,100,15.7,86.7,6.5,927,125,75,SuCS,O2L,BoB,IPL
5/19/2020 1:30,1,BOB,AMPHAN,19-05-2020,130,15.8,86.8,6.5,928,120,74,SuCS,O2L,BoB,IPL
5/19/2020 2:00,1,BOB,AMPHAN,19-05-2020,200,15.9,86.8,6.5,929,120,73,SuCS,O2L,BoB,IPL
5/19/2020 2:30,1,BOB,AMPHAN,19-05-2020,230,15.9,86.8,6.5,929,120,73,SuCS,O2L,BoB,IPL
5/19/2020 3:00,1,BOB,AMPHAN,19-05-2020,300,16,86.8,6.5,930,120,72,SuCS,O2L,BoB,BT
5/19/2020 3:30,1,BOB,AMPHAN,19-05-2020,330,16.1,86.8,6.5,931,120,71,SuCS,O2L,BoB,IPL
5/19/2020 4:00,1,BOB,AMPHAN,19-05-2020,400,16.2,86.8,6.5,932,120,70,SuCS,O2L,BoB,IPL
5/19/2020 4:30,1,BOB,AMPHAN,19-05-2020,430,16.2,86.9,6,933,120,69,SuCS,O2L,BoB,IPL
5/19/2020 5:00,1,BOB,AMPHAN,19-05-2020,500,16.3,86.9,6,934,115,68,ESCS,O2L,BoB,IPL
5/19/2020 5:30,1,BOB,AMPHAN,19-05-2020,530,16.4,86.9,6,935,115,67,ESCS,O2L,BoB,IPL
5/19/2020 6:00,1,BOB,AMPHAN,19-05-2020,600,16.5,86.9,6,936,115,66,ESCS,O2L,BoB,BT
5/19/2020 6:30,1,BOB,AMPHAN,19-05-2020,630,16.6,86.9,6,937,115,65,ESCS,O2L,BoB,IPL
5/19/2020 7:00,1,BOB,AMPHAN,19-05-2020,700,16.7,86.9,6,938,115,64,ESCS,O2L,BoB,IPL
5/19/2020 7:30,1,BOB,AMPHAN,19-05-2020,730,16.8,86.9,6,939,110,63,ESCS,O2L,BoB,IPL
5/19/2020 8:00,1,BOB,AMPHAN,19-05-2020,800,16.8,86.9,6,940,110,62,ESCS,O2L,BoB,IPL
5/19/2020 8:30,1,BOB,AMPHAN,19-05-2020,830,16.9,86.9,6,941,110,61,ESCS,O2L,BoB,IPL
5/19/2020 9:00,1,BOB,AMPHAN,19-05-2020,900,17,86.9,6,942,110,60,ESCS,O2L,BoB,BT
5/19/2020 9:30,1,BOB,AMPHAN,19-05-2020,930,17.1,86.9,6,943,110,59,ESCS,O2L,BoB,IPL
5/19/2020 10:00,1,BOB,AMPHAN,19-05-2020,1000,17.1,86.9,6,944,110,59,ESCS,O2L,BoB,IPL
5/19/2020 10:30,1,BOB,AMPHAN,19-05-2020,1030,17.2,86.9,6,944,110,58,ESCS,O2L,BoB,IPL
5/19/2020 11:00,1,BOB,AMPHAN,19-05-2020,1100,17.3,87,5.5,945,105,57,ESCS,O2L,BoB,IPL
5/19/2020 11:30,1,BOB,AMPHAN,19-05-2020,1130,17.3,87,5.5,946,105,57,ESCS,O2L,BoB,IPL
5/19/2020 12:00,1,BOB,AMPHAN,19-05-2020,1200,17.4,87,5.5,946,105,56,ESCS,O2L,BoB,BT
5/19/2020 12:30,1,BOB,AMPHAN,19-05-2020,1230,17.5,87,5.5,946,105,55,ESCS,O2L,BoB,IPL
5/19/2020 13:00,1,BOB,AMPHAN,19-05-2020,1300,17.6,87,5.5,947,105,54,ESCS,O2L,BoB,IPL
5/19/2020 13:30,1,BOB,AMPHAN,19-05-2020,1330,17.8,87,5.5,947,100,52,ESCS,O2L,BoB,IPL
5/19/2020 14:00,1,BOB,AMPHAN,19-05-2020,1400,17.9,87.1,5.5,948,100,51,ESCS,O2L,BoB,IPL
5/19/2020 14:30,1,BOB,AMPHAN,19-05-2020,1430,18,87.1,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 15:00,1,BOB,AMPHAN,19-05-2020,1500,18.1,87.1,5.5,948,100,50,ESCS,O2L,BoB,BT
5/19/2020 15:30,1,BOB,AMPHAN,19-05-2020,1530,18.2,87.1,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 16:00,1,BOB,AMPHAN,19-05-2020,1600,18.2,87.1,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 16:30,1,BOB,AMPHAN,19-05-2020,1630,18.3,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 17:00,1,BOB,AMPHAN,19-05-2020,1700,18.3,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 17:30,1,BOB,AMPHAN,19-05-2020,1730,18.4,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 18:00,1,BOB,AMPHAN,19-05-2020,1800,18.4,87.2,5.5,948,100,50,ESCS,O2L,BoB,BT
5/19/2020 18:30,1,BOB,AMPHAN,19-05-2020,1830,18.4,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 19:00,1,BOB,AMPHAN,19-05-2020,1900,18.5,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 19:30,1,BOB,AMPHAN,19-05-2020,1930,18.5,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 20:00,1,BOB,AMPHAN,19-05-2020,2000,18.6,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 20:30,1,BOB,AMPHAN,19-05-2020,2030,18.6,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 21:00,1,BOB,AMPHAN,19-05-2020,2100,18.7,87.2,5.5,948,100,50,ESCS,O2L,BoB,BT
5/19/2020 21:30,1,BOB,AMPHAN,19-05-2020,2130,18.8,87.2,5.5,948,100,50,ESCS,O2L,BoB,IPL
5/19/2020 22:00,1,BOB,AMPHAN,19-05-2020,2200,18.8,87.3,5.5,949,100,49,ESCS,O2L,BoB,IPL
5/19/2020 22:30,1,BOB,AMPHAN,19-05-2020,2230,18.9,87.3,5,950,100,48,ESCS,O2L,BoB,IPL
5/19/2020 23:00,1,BOB,AMPHAN,19-05-2020,2300,18.9,87.4,5,951,95,47,ESCS,O2L,BoB,IPL
5/19/2020 23:30,1,BOB,AMPHAN,19-05-2020,2330,19,87.4,5,951,95,47,ESCS,O2L,BoB,IPL
5/20/2020 0:00,1,BOB,AMPHAN,20-05-2020,0,19.1,87.5,5,952,95,46,ESCS,O2L,BoB,BT
5/20/2020 0:30,1,BOB,AMPHAN,20-05-2020,30,19.2,87.5,5,952,95,46,ESCS,O2L,BoB,IPL
5/20/2020 1:00,1,BOB,AMPHAN,20-05-2020,100,19.3,87.6,5,953,95,45,ESCS,O2L,BoB,IPL
5/20/2020 1:30,1,BOB,AMPHAN,20-05-2020,130,19.4,87.6,5,953,95,45,ESCS,O2L,BoB,IPL
5/20/2020 2:00,1,BOB,AMPHAN,20-05-2020,200,19.5,87.6,5,953,95,45,ESCS,O2L,BoB,IPL
5/20/2020 2:30,1,BOB,AMPHAN,20-05-2020,230,19.7,87.7,5,954,95,44,ESCS,O2L,BoB,IPL
5/20/2020 3:00,1,BOB,AMPHAN,20-05-2020,300,19.8,87.7,5,954,95,44,ESCS,O2L,BoB,BT
5/20/2020 3:30,1,BOB,AMPHAN,20-05-2020,330,19.9,87.7,5,954,95,44,ESCS,O2L,BoB,IPL
5/20/2020 4:00,1,BOB,AMPHAN,20-05-2020,400,20.1,87.8,5,955,95,43,ESCS,O2L,BoB,IPL
5/20/2020 4:30,1,BOB,AMPHAN,20-05-2020,430,20.2,87.9,5,955,90,43,ESCS,O2L,BoB,IPL
5/20/2020 5:00,1,BOB,AMPHAN,20-05-2020,500,20.3,87.9,5,955,90,42,ESCS,O2L,BoB,IPL
5/20/2020 5:30,1,BOB,AMPHAN,20-05-2020,530,20.5,88,5,956,90,42,ESCS,O2L,BoB,IPL
5/20/2020 6:00,1,BOB,AMPHAN,20-05-2020,600,20.6,88,5,956,90,42,ESCS,O2L,BoB,BT
5/20/2020 6:30,1,BOB,AMPHAN,20-05-2020,630,20.7,88,5,956,90,42,ESCS,O2L,BoB,IPL
5/20/2020 7:00,1,BOB,AMPHAN,20-05-2020,700,20.9,88,5,957,90,42,ESCS,O2L,BoB,IPL
5/20/2020 7:30,1,BOB,AMPHAN,20-05-2020,730,21,88.1,5,958,90,42,ESCS,O2L,BoB,IPL
